CustomerID,State,Location Code,Education,Gender,Coverage,EmploymentStatus,Income,Marital Status,Monthly Premium Auto,Number of Open Complaints,Number of Policies,Renew Offer Type,Vehicle Class,Customer Lifetime Value,Vehicle Size,Policy,Policy Type,Sales Channel,Total Claim Amount,Months Since Last Claim,Months Since Policy Inception,Response
TL39050,Arizona,Rural,Bachelor,F,Extended,Employed,39837,Married,201,0,2,Offer1,Luxury SUV,23893.3041,Medsize,Corporate L3,Corporate Auto,Web,381.306996,11,63,No
ZQ96022,Oregon,Suburban,College,F,Extended,Employed,31421,Married,81,0,2,Offer3,Two-Door Car,9594.78115,Medsize,Personal L3,Personal Auto,Web,388.8,5,95,No
OM69210,Arizona,Urban,Bachelor,M,Extended,Employed,81531,Married,135,0,1,Offer2,SUV,5411.936509,Small,Personal L3,Personal Auto,Web,420.434259,23,50,No
VU72280,California,Suburban,Bachelor,F,Basic,Employed,25134,Married,67,0,6,Offer2,Four-Door Car,5318.89664,Small,Corporate L2,Corporate Auto,Call Center,321.6,3,0,Yes
WC21189,California,Suburban,College,F,Extended,Employed,37386,Married,97,0,3,Offer1,Four-Door Car,7731.713059,Large,Corporate L1,Corporate Auto,Branch,465.6,1,4,No
JX50334,California,Suburban,College,F,Basic,Unemployed,0,Divorced,66,4,1,Offer1,Four-Door Car,2004.350666,Small,Corporate L3,Corporate Auto,Branch,316.8,16,35,Yes
GB70736,Oregon,Rural,College,F,Basic,Employed,99553,Married,68,0,6,Offer4,Four-Door Car,5510.965059,Medsize,Corporate L3,Corporate Auto,Web,111.586995,14,85,No
PU21485,Arizona,Suburban,Bachelor,F,Premium,Unemployed,0,Single,161,0,9,Offer1,SUV,11158.12643,Small,Corporate L3,Corporate Auto,Call Center,1159.2,19,71,No
MF49636,Arizona,Urban,High School or Below,M,Basic,Employed,70705,Married,69,2,6,Offer1,Two-Door Car,5390.27165,Medsize,Personal L1,Personal Auto,Agent,272.024652,31,61,No
TG29325,Nevada,Rural,College,F,Basic,Employed,22724,Single,69,0,1,Offer3,Four-Door Car,2658.217729,Medsize,Personal L1,Personal Auto,Agent,9.424668,21,39,No
MW83318,Oregon,Suburban,College,F,Basic,Employed,26320,Married,111,0,9,Offer1,SUV,8826.611996,Large,Corporate L2,Corporate Auto,Web,603.819794,3,92,No
LM54297,Nevada,Suburban,Bachelor,M,Basic,Unemployed,0,Single,69,0,8,Offer1,Four-Door Car,4713.404623,Medsize,Personal L3,Personal Auto,Agent,806.534801,7,90,No
NI78185,California,Suburban,College,M,Basic,Unemployed,0,Single,70,0,1,Offer1,Four-Door Car,2393.915369,Medsize,Personal L2,Personal Auto,Branch,425.266308,24,10,Yes
HL14274,California,Rural,College,F,Extended,Employed,88218,Divorced,99,0,2,Offer2,Two-Door Car,11895.18188,Large,Personal L3,Personal Auto,Web,50.32306,9,25,No
SF86727,Nevada,Urban,Master,M,Basic,Employed,25180,Married,70,0,9,Offer2,Four-Door Car,5580.960642,Medsize,Personal L2,Personal Auto,Branch,235.895575,21,44,No
EM89554,Oregon,Rural,Bachelor,F,Basic,Employed,48091,Married,108,0,9,Offer1,SUV,8617.550432,Medsize,Personal L1,Personal Auto,Branch,132.041491,30,66,No
XP50892,Oregon,Rural,High School or Below,M,Basic,Employed,92539,Single,100,0,1,Offer2,SUV,3940.123576,Medsize,Corporate L3,Corporate Auto,Branch,25.713622,1,55,No
VH77056,Arizona,Rural,Bachelor,F,Basic,Employed,40658,Married,61,1,1,Offer3,Four-Door Car,2448.765205,Medsize,Personal L2,Personal Auto,Call Center,38.379869,24,79,No
JF19701,Arizona,Rural,Bachelor,M,Basic,Employed,75453,Married,112,0,1,Offer2,SUV,4439.677708,Medsize,Special L3,Special Auto,Web,163.9498,6,90,No
JN49891,Oregon,Suburban,College,M,Basic,Employed,94003,Single,64,0,1,Offer2,Four-Door Car,2534.946955,Medsize,Personal L2,Personal Auto,Call Center,307.2,14,39,No
CX65318,Arizona,Suburban,Master,M,Extended,Employed,31737,Married,218,0,3,Offer1,Luxury SUV,17420.56565,Medsize,Personal L2,Personal Auto,Agent,1046.4,17,2,No
HL35876,Washington,Suburban,College,M,Basic,Unemployed,0,Single,70,0,1,Offer1,Four-Door Car,2393.915369,Medsize,Personal L2,Personal Auto,Branch,425.266308,24,10,Yes
RD87161,Washington,Suburban,High School or Below,F,Basic,Unemployed,0,Married,71,1,1,Offer1,Four-Door Car,2681.332102,Small,Personal L2,Personal Auto,Branch,340.8,2,94,No
CF50291,California,Suburban,College,F,Premium,Unemployed,0,Single,114,0,1,Offer1,Four-Door Car,4272.80504,Small,Personal L2,Personal Auto,Call Center,1343.619461,0,75,No
VF35858,California,Suburban,Bachelor,M,Basic,Employed,48885,Married,190,0,9,Offer3,Luxury Car,15284.33065,Medsize,Personal L3,Personal Auto,Web,1090.122048,31,90,No
XG55762,Nevada,Suburban,Bachelor,F,Extended,Unemployed,0,Single,79,0,2,Offer1,Four-Door Car,20186.34693,Medsize,Corporate L3,Corporate Auto,Branch,379.2,14,22,No
EC28314,California,Rural,Bachelor,M,Basic,Employed,86305,Married,62,0,5,Offer2,Four-Door Car,4984.618655,Medsize,Personal L2,Personal Auto,Call Center,80.73124,1,99,Yes
GR53936,Oregon,Suburban,Bachelor,F,Basic,Employed,28909,Married,66,0,8,Offer1,Two-Door Car,5246.278375,Medsize,Corporate L2,Corporate Auto,Agent,456.702735,15,66,Yes
DV51398,California,Suburban,High School or Below,M,Extended,Unemployed,0,Single,123,1,3,Offer2,SUV,8827.229838,Medsize,Personal L3,Personal Auto,Branch,1088.38378,35,38,No
YF81002,Oregon,Suburban,College,M,Extended,Employed,26140,Married,84,1,1,Offer4,Two-Door Car,3269.013926,Small,Personal L3,Personal Auto,Branch,403.2,23,37,No
YM20358,Oregon,Suburban,Bachelor,M,Basic,Employed,35095,Divorced,73,0,2,Offer2,Two-Door Car,16979.79757,Small,Personal L2,Personal Auto,Call Center,525.6,25,56,Yes
AZ75509,Arizona,Rural,Bachelor,F,Basic,Employed,31678,Married,63,0,1,Offer2,Two-Door Car,2479.920134,Medsize,Personal L2,Personal Auto,Branch,76.629988,7,3,No
No93155,Arizona,Suburban,Master,M,Basic,Disabled,28245,Married,62,0,2,Offer1,Two-Door Car,7200.566588,Medsize,Personal L3,Personal Auto,Agent,297.6,0,16,No
FG21322,Oregon,Suburban,Bachelor,F,Basic,Unemployed,0,Single,72,0,2,Offer2,Four-Door Car,7917.119912,Medsize,Personal L1,Personal Auto,Web,345.6,0,97,No
GO44613,Nevada,Suburban,High School or Below,F,Basic,Medical Leave,19168,Married,106,1,2,Offer1,SUV,24061.11048,Medsize,Personal L1,Personal Auto,Branch,508.8,12,54,No
ZW93288,California,Suburban,Master,F,Extended,Employed,22705,Divorced,239,0,7,Offer2,Luxury SUV,19160.98994,Medsize,Personal L1,Personal Auto,Agent,1294.700423,19,59,Yes
MS67230,Nevada,Urban,College,F,Basic,Employed,86481,Single,65,0,2,Offer1,Two-Door Car,23295.06014,Small,Corporate L1,Corporate Auto,Agent,189.971267,9,69,No
FQ32742,Arizona,Urban,Doctor,M,Basic,Employed,38008,Divorced,68,4,2,Offer2,Four-Door Car,7553.936525,Medsize,Personal L2,Personal Auto,Agent,321.789644,12,40,No
YF30946,California,Suburban,College,M,Basic,Employed,63032,Married,61,0,1,Offer2,Four-Door Car,2405.618791,Medsize,Personal L3,Personal Auto,Agent,404.550554,5,79,No
TH69908,Washington,Rural,College,F,Extended,Employed,27228,Married,129,4,1,Offer4,Sports Car,4865.371797,Medsize,Personal L3,Personal Auto,Branch,238.262773,19,61,No
QA78691,Nevada,Suburban,Bachelor,F,Basic,Unemployed,0,Single,68,1,2,Offer2,Four-Door Car,16388.09542,Large,Personal L2,Personal Auto,Call Center,483.578159,5,4,No
NL44360,Oregon,Suburban,Bachelor,F,Basic,Retired,13424,Divorced,71,0,1,Offer3,Four-Door Car,2611.14858,Medsize,Personal L3,Personal Auto,Call Center,340.8,30,78,No
HO77809,Oregon,Suburban,College,F,Basic,Employed,59098,Divorced,110,0,3,Offer2,SUV,8688.754812,Medsize,Personal L3,Personal Auto,Agent,665.931223,31,73,No
MC30750,Oregon,Suburban,Master,F,Premium,Disabled,16181,Divorced,181,0,8,Offer1,SUV,13736.1325,Medsize,Personal L2,Personal Auto,Web,1261.319869,22,79,Yes
HU41273,Oregon,Rural,High School or Below,M,Basic,Employed,95697,Married,107,0,9,Offer2,Sports Car,8564.768226,Medsize,Personal L2,Personal Auto,Agent,178.006524,29,29,Yes
VS73599,Arizona,Suburban,College,M,Basic,Retired,26806,Married,63,0,2,Offer1,Four-Door Car,7019.177186,Medsize,Personal L2,Personal Auto,Agent,302.4,32,19,Yes
TO74000,Oregon,Suburban,High School or Below,M,Basic,Employed,30595,Married,69,0,2,Offer1,Four-Door Car,8114.409136,Medsize,Corporate L2,Corporate Auto,Agent,446.08476,22,36,No
MS45259,Nevada,Rural,College,M,Basic,Employed,88079,Married,61,0,3,Offer2,Two-Door Car,4864.382304,Medsize,Personal L2,Personal Auto,Agent,121.88814,16,37,No
LI45265,Oregon,Urban,Bachelor,F,Basic,Employed,99803,Married,71,0,2,Offer2,Four-Door Car,8569.422637,Small,Personal L2,Personal Auto,Call Center,189.143402,1,67,No
LK70293,Nevada,Suburban,High School or Below,F,Premium,Unemployed,0,Married,118,0,2,Offer1,Four-Door Car,17793.60797,Large,Personal L3,Personal Auto,Web,1118.990694,26,43,No
FY24370,Oregon,Suburban,Bachelor,M,Basic,Unemployed,0,Single,191,0,3,Offer1,Luxury Car,12944.18562,Medsize,Personal L3,Personal Auto,Agent,1375.2,27,49,No
YE64125,Oregon,Urban,College,F,Basic,Employed,36283,Divorced,68,1,1,Offer1,Four-Door Car,2649.207711,Medsize,Personal L2,Personal Auto,Call Center,291.410965,14,63,No
QT39025,Arizona,Urban,Bachelor,F,Basic,Employed,66991,Married,115,0,1,Offer2,SUV,4582.899414,Medsize,Personal L3,Personal Auto,Branch,399.617715,1,71,No
LO15516,California,Suburban,Bachelor,M,Basic,Employed,34322,Married,70,2,1,Offer2,Four-Door Car,2691.70088,Medsize,Corporate L2,Corporate Auto,Agent,336,20,46,No
FM47139,Oregon,Rural,College,F,Basic,Employed,44855,Married,63,1,1,Offer2,Four-Door Car,2466.376803,Medsize,Personal L3,Personal Auto,Branch,103.607499,3,71,No
LW59140,Arizona,Rural,Bachelor,M,Premium,Employed,97729,Married,115,1,7,Offer3,Four-Door Car,9277.472901,Large,Personal L1,Personal Auto,Branch,221.047584,4,48,No
JA26024,Oregon,Suburban,High School or Below,F,Premium,Employed,48263,Married,104,0,1,Offer2,Two-Door Car,4142.561212,Small,Personal L3,Personal Auto,Branch,674.863718,2,32,No
YF16441,California,Suburban,Bachelor,F,Extended,Employed,68343,Single,79,0,2,Offer2,Two-Door Car,27990.27159,Medsize,Personal L2,Personal Auto,Call Center,379.2,20,78,No
QT43282,Oregon,Rural,Master,M,Basic,Employed,76847,Single,118,0,3,Offer1,SUV,9409.143498,Medsize,Corporate L3,Corporate Auto,Call Center,31.58501,16,52,No
NL17964,Oregon,Suburban,High School or Below,M,Basic,Employed,35795,Married,65,0,1,Offer1,Four-Door Car,2581.022016,Medsize,Personal L3,Personal Auto,Agent,312,25,53,No
CD27895,California,Suburban,Bachelor,F,Basic,Unemployed,0,Single,71,0,2,Offer1,Four-Door Car,7637.111954,Large,Personal L2,Personal Auto,Call Center,340.8,1,29,No
CF62992,Oregon,Urban,High School or Below,F,Basic,Employed,53074,Married,61,0,1,Offer1,Two-Door Car,2471.077732,Medsize,Personal L2,Personal Auto,Agent,268.773368,5,86,No
QK23742,California,Suburban,College,F,Basic,Unemployed,0,Single,63,0,1,Offer3,Four-Door Car,2302.818965,Large,Corporate L2,Corporate Auto,Web,732.638975,13,48,No
UV64489,Arizona,Suburban,Bachelor,F,Basic,Employed,28743,Single,112,0,3,Offer3,SUV,8716.368952,Medsize,Personal L3,Personal Auto,Call Center,537.6,9,13,No
ED65109,California,Rural,College,F,Basic,Employed,81839,Married,65,1,4,Offer1,Four-Door Car,5207.985921,Medsize,Personal L1,Personal Auto,Agent,74.666163,23,39,No
SC40169,Oregon,Suburban,College,F,Basic,Retired,14030,Married,72,0,1,Offer2,Two-Door Car,2719.506996,Large,Personal L2,Personal Auto,Branch,345.6,11,3,Yes
PW88443,Oregon,Suburban,College,F,Basic,Employed,32764,Married,61,0,1,Offer4,Two-Door Car,2452.726922,Small,Personal L2,Personal Auto,Web,292.953446,30,23,No
YZ38778,Oregon,Suburban,Master,M,Extended,Employed,74775,Divorced,95,0,1,Offer2,Four-Door Car,3829.090645,Small,Personal L1,Personal Auto,Web,676.658911,18,35,No
EO77382,Arizona,Suburban,Bachelor,F,Premium,Employed,53503,Single,114,0,7,Offer1,Four-Door Car,8873.525122,Medsize,Personal L1,Personal Auto,Agent,547.2,3,43,No
SM42728,California,Suburban,College,M,Extended,Employed,34455,Married,135,0,2,Offer2,SUV,15925.05739,Medsize,Personal L2,Personal Auto,Call Center,648,8,69,No
PX31667,Washington,Suburban,High School or Below,M,Basic,Employed,52198,Married,74,0,1,Offer1,Two-Door Car,2952.360309,Small,Personal L3,Personal Auto,Branch,355.2,2,62,No
NC35008,Oregon,Rural,College,F,Extended,Employed,64429,Married,133,2,2,Offer3,SUV,15923.95503,Medsize,Personal L3,Personal Auto,Call Center,222.080015,1,58,No
XC77244,Oregon,Suburban,High School or Below,M,Basic,Employed,44788,Married,61,0,2,Offer2,Four-Door Car,7285.030983,Small,Personal L3,Personal Auto,Agent,386.031248,6,48,Yes
UM52895,California,Suburban,Bachelor,F,Basic,Employed,30130,Married,110,0,2,Offer1,SUV,13104.30284,Small,Personal L3,Personal Auto,Call Center,528,22,12,No
WV39838,Arizona,Rural,College,F,Basic,Unemployed,0,Married,65,0,1,Offer2,Two-Door Car,2436.839358,Large,Personal L3,Personal Auto,Branch,149.241472,34,84,No
IT92328,Nevada,Suburban,High School or Below,M,Premium,Unemployed,0,Single,275,1,1,Offer1,Luxury SUV,9350.872287,Medsize,Corporate L3,Corporate Auto,Agent,1980,3,64,No
QD86074,Oregon,Suburban,High School or Below,F,Premium,Employed,34337,Married,113,0,9,Offer2,Four-Door Car,9035.671134,Large,Corporate L1,Corporate Auto,Web,542.4,20,44,Yes
WH80404,California,Suburban,High School or Below,M,Basic,Employed,22276,Married,111,1,2,Offer3,SUV,17250.74771,Medsize,Personal L2,Personal Auto,Call Center,783.211084,19,73,No
XH20787,California,Urban,College,M,Basic,Employed,52980,Married,64,0,1,Offer1,Four-Door Car,2549.080421,Large,Personal L2,Personal Auto,Branch,191.945693,33,93,No
ZU50513,California,Rural,Bachelor,F,Basic,Employed,97736,Married,74,0,2,Offer4,Four-Door Car,8954.840118,Medsize,Personal L2,Personal Auto,Agent,60.090984,19,22,No
TW42649,Washington,Urban,College,F,Basic,Unemployed,0,Married,67,0,1,Offer2,Two-Door Car,2467.97792,Medsize,Corporate L2,Corporate Auto,Call Center,222.903462,0,14,No
QH46481,Washington,Suburban,High School or Below,F,Basic,Unemployed,0,Single,73,1,2,Offer1,Four-Door Car,7700.619936,Medsize,Corporate L1,Corporate Auto,Branch,792.868448,18,16,No
MQ73697,Nevada,Urban,College,F,Extended,Employed,68727,Married,94,0,1,Offer4,Two-Door Car,3776.665506,Large,Corporate L3,Corporate Auto,Call Center,386.520235,19,76,No
UG48681,Nevada,Urban,Bachelor,M,Basic,Employed,71391,Married,67,0,2,Offer2,Four-Door Car,8044.872393,Medsize,Personal L3,Personal Auto,Agent,284.000172,29,39,Yes
ID58230,California,Rural,College,F,Basic,Employed,62271,Married,63,0,3,Offer4,Four-Door Car,5029.671927,Medsize,Personal L3,Personal Auto,Agent,25.478179,30,52,No
DY35486,California,Suburban,High School or Below,M,Basic,Unemployed,0,Single,187,0,2,Offer1,Luxury Car,19957.79034,Large,Personal L2,Personal Auto,Agent,1346.4,1,7,No
EP64833,California,Suburban,High School or Below,F,Extended,Unemployed,0,Single,86,0,8,Offer3,Four-Door Car,6179.699689,Medsize,Corporate L3,Corporate Auto,Call Center,412.8,12,96,No
MC69755,Washington,Suburban,Bachelor,F,Extended,Unemployed,0,Married,76,0,3,Offer2,Four-Door Car,5678.050167,Small,Personal L3,Personal Auto,Agent,364.8,8,44,Yes
ZZ41158,Washington,Suburban,College,M,Basic,Employed,28506,Married,104,0,1,Offer2,SUV,4089.429492,Small,Personal L1,Personal Auto,Agent,499.2,27,37,No
QM59790,Arizona,Suburban,High School or Below,F,Extended,Unemployed,0,Divorced,86,0,1,Offer4,Four-Door Car,3142.87734,Small,Personal L3,Personal Auto,Branch,412.8,17,35,No
LL67008,California,Suburban,Bachelor,F,Extended,Unemployed,0,Single,94,0,2,Offer1,Four-Door Car,22895.34606,Medsize,Corporate L2,Corporate Auto,Agent,676.8,14,17,No
ZU69163,California,Rural,Doctor,F,Basic,Employed,94161,Married,69,0,4,Offer2,Four-Door Car,5586.893159,Medsize,Personal L3,Personal Auto,Agent,108.989737,0,65,No
EB72052,Oregon,Suburban,College,M,Basic,Employed,33345,Divorced,102,0,2,Offer2,SUV,12105.29422,Medsize,Personal L3,Personal Auto,Call Center,694.078608,34,37,No
WA60547,California,Urban,College,F,Premium,Employed,64195,Divorced,158,4,6,Offer1,SUV,11971.97765,Medsize,Personal L1,Personal Auto,Branch,618.288849,0,27,No
RV97631,Oregon,Suburban,College,F,Extended,Unemployed,0,Married,138,0,2,Offer1,SUV,15328.45723,Small,Corporate L2,Corporate Auto,Agent,688.828746,1,34,No
SS20130,Oregon,Rural,Bachelor,F,Basic,Employed,67414,Married,68,0,8,Offer2,Four-Door Car,5424.256733,Medsize,Personal L1,Personal Auto,Branch,148.778455,7,37,No
ZI72165,Arizona,Suburban,High School or Below,M,Basic,Employed,33176,Married,63,0,3,Offer3,Four-Door Car,4981.825724,Medsize,Corporate L3,Corporate Auto,Branch,302.4,22,75,No
HD29166,Oregon,Suburban,Bachelor,F,Extended,Unemployed,0,Divorced,139,0,2,Offer1,SUV,14635.45158,Medsize,Personal L3,Personal Auto,Call Center,667.2,5,56,Yes
NP30139,Oregon,Suburban,College,M,Extended,Employed,56779,Divorced,86,0,3,Offer3,Four-Door Car,6862.866306,Medsize,Corporate L1,Corporate Auto,Web,435.388932,21,16,No
FV54537,California,Suburban,College,M,Basic,Employed,40810,Married,114,0,2,Offer1,SUV,13745.04802,Medsize,Personal L2,Personal Auto,Branch,780.378964,8,14,No
SG62327,Nevada,Suburban,High School or Below,M,Basic,Employed,30622,Married,68,0,2,Offer1,Four-Door Car,8111.651948,Small,Corporate L3,Corporate Auto,Agent,326.4,22,86,No
FX26050,Oregon,Rural,Doctor,M,Basic,Disabled,14119,Married,67,0,2,Offer4,Two-Door Car,22712.02364,Medsize,Special L1,Special Auto,Agent,68.019973,4,53,No
DU50092,Oregon,Suburban,College,F,Premium,Employed,77237,Married,283,0,2,Offer4,Luxury SUV,56675.93768,Medsize,Personal L1,Personal Auto,Web,1358.4,33,93,No
EU48798,Nevada,Suburban,College,F,Basic,Disabled,24980,Divorced,71,0,2,Offer2,Two-Door Car,8160.587729,Medsize,Personal L3,Personal Auto,Web,511.2,34,14,No
WE93328,Nevada,Suburban,High School or Below,F,Extended,Employed,66676,Married,97,0,1,Offer3,Four-Door Car,3919.366722,Small,Corporate L3,Corporate Auto,Agent,558.099357,0,40,Yes
KP83069,California,Suburban,High School or Below,F,Basic,Unemployed,0,Single,69,1,2,Offer2,Four-Door Car,7286.155383,Small,Personal L3,Personal Auto,Branch,669.716478,4,83,No
GO56075,Oregon,Suburban,High School or Below,M,Basic,Unemployed,0,Married,69,0,2,Offer1,Four-Door Car,7589.634,Small,Personal L3,Personal Auto,Branch,331.2,30,97,No
DI19952,Arizona,Rural,Bachelor,F,Extended,Unemployed,0,Married,82,0,2,Offer1,Four-Door Car,9032.370378,Medsize,Personal L1,Personal Auto,Branch,157.208336,24,21,No
SV58690,California,Rural,Bachelor,M,Basic,Employed,41853,Single,71,0,3,Offer1,Two-Door Car,5555.556089,Medsize,Personal L2,Personal Auto,Agent,155.511553,17,51,No
RF35142,Nevada,Suburban,Bachelor,F,Basic,Disabled,23815,Married,73,0,2,Offer2,Four-Door Car,8257.666512,Medsize,Personal L1,Personal Auto,Call Center,424.330166,4,47,Yes
CU69816,California,Suburban,Bachelor,M,Basic,Medical Leave,22885,Married,73,0,1,Offer2,Four-Door Car,2721.749756,Medsize,Corporate L2,Corporate Auto,Web,386.245297,20,46,No
JM67025,Nevada,Urban,High School or Below,M,Basic,Employed,32630,Married,66,0,3,Offer1,Four-Door Car,5230.092742,Medsize,Personal L2,Personal Auto,Call Center,202.961374,26,40,No
OB69329,California,Suburban,College,F,Extended,Retired,18577,Divorced,86,0,6,Offer1,Four-Door Car,6273.911874,Medsize,Personal L2,Personal Auto,Branch,412.8,21,76,Yes
GF19726,Oregon,Suburban,High School or Below,M,Basic,Employed,75952,Married,73,0,3,Offer2,Two-Door Car,5866.068903,Medsize,Personal L2,Personal Auto,Branch,350.4,5,17,No
FH39427,Nevada,Urban,Bachelor,M,Basic,Employed,96390,Married,73,0,2,Offer4,Two-Door Car,8802.188243,Medsize,Corporate L3,Corporate Auto,Agent,316.977588,17,47,No
VM69145,California,Urban,College,F,Basic,Employed,25680,Divorced,73,0,2,Offer1,Two-Door Car,8722.895091,Medsize,Personal L3,Personal Auto,Agent,332.40907,10,93,No
GN76399,Nevada,Suburban,Bachelor,M,Premium,Unemployed,0,Single,112,0,7,Offer1,Four-Door Car,8178.521899,Medsize,Personal L3,Personal Auto,Call Center,806.4,17,29,No
IV94496,Nevada,Suburban,High School or Below,M,Extended,Employed,51504,Single,220,0,2,Offer1,Luxury SUV,43217.21611,Medsize,Personal L3,Personal Auto,Agent,2552.343856,30,99,No
NM91640,Oregon,Suburban,High School or Below,M,Basic,Unemployed,0,Single,74,3,1,Offer4,Four-Door Car,2442.216651,Medsize,Personal L1,Personal Auto,Branch,532.8,15,9,No
DS46955,California,Urban,Master,F,Basic,Employed,41456,Married,73,0,1,Offer4,Four-Door Car,2919.710443,Medsize,Personal L2,Personal Auto,Branch,257.380112,11,19,No
LU82585,Nevada,Suburban,High School or Below,M,Extended,Employed,44368,Married,80,0,3,Offer2,Two-Door Car,6366.225775,Large,Personal L2,Personal Auto,Call Center,384,5,72,Yes
QX31376,Oregon,Suburban,Master,F,Extended,Employed,70961,Married,85,0,2,Offer2,Four-Door Car,17114.32815,Small,Corporate L3,Corporate Auto,Agent,408,19,8,No
SQ36805,Oregon,Suburban,Doctor,F,Basic,Disabled,21986,Divorced,63,0,1,Offer2,Two-Door Car,2395.57,Medsize,Personal L3,Personal Auto,Branch,333.696228,1,9,Yes
UY57856,Oregon,Suburban,College,F,Extended,Unemployed,0,Single,83,0,1,Offer3,Four-Door Car,2987.949471,Medsize,Corporate L2,Corporate Auto,Branch,708.693556,14,22,No
OG84541,Arizona,Urban,Master,F,Basic,Employed,33514,Married,105,0,2,Offer1,Sports Car,12780.276,Medsize,Personal L2,Personal Auto,Branch,265.215014,33,2,No
NT66759,Arizona,Rural,College,F,Extended,Employed,60230,Married,98,0,1,Offer2,Four-Door Car,3906.669584,Small,Personal L2,Personal Auto,Web,8.129056,13,91,No
PR74307,California,Suburban,High School or Below,M,Basic,Unemployed,0,Married,70,1,1,Offer2,Four-Door Car,2594.591182,Medsize,Corporate L2,Corporate Auto,Agent,494.196873,17,47,No
PW15144,Washington,Suburban,College,M,Basic,Employed,40818,Married,66,0,6,Offer4,Four-Door Car,5267.848664,Medsize,Personal L2,Personal Auto,Call Center,316.8,6,3,No
KS89479,Oregon,Suburban,College,M,Basic,Employed,37937,Married,116,0,5,Offer2,SUV,9095.049868,Medsize,Personal L3,Personal Auto,Call Center,556.8,11,42,Yes
QA22158,Arizona,Suburban,College,F,Extended,Employed,64571,Divorced,89,0,6,Offer1,Four-Door Car,7122.273163,Small,Corporate L3,Corporate Auto,Call Center,452.115601,34,91,No
MK32733,California,Urban,Bachelor,M,Extended,Unemployed,0,Married,126,0,3,Offer1,SUV,9117.441695,Medsize,Corporate L3,Corporate Auto,Branch,421.906803,29,61,No
WL85494,California,Suburban,College,M,Extended,Employed,21988,Married,209,0,2,Offer2,Luxury Car,41075.42879,Medsize,Personal L3,Personal Auto,Branch,1003.2,12,62,No
RZ79717,Arizona,Suburban,High School or Below,M,Extended,Unemployed,0,Single,95,0,1,Offer1,Four-Door Car,3486.699561,Medsize,Corporate L3,Corporate Auto,Branch,684,12,5,No
NS12730,Oregon,Suburban,Bachelor,M,Extended,Employed,24672,Married,93,0,9,Offer4,Two-Door Car,7297.687812,Medsize,Personal L2,Personal Auto,Branch,669.6,9,44,No
YK32760,Oregon,Suburban,High School or Below,M,Basic,Unemployed,0,Divorced,74,1,1,Offer1,Four-Door Car,2502.209885,Medsize,Corporate L1,Corporate Auto,Agent,355.2,26,95,No
SS77718,California,Suburban,Bachelor,M,Extended,Unemployed,0,Single,96,0,2,Offer2,Four-Door Car,9955.490835,Large,Personal L3,Personal Auto,Call Center,460.8,1,79,No
QP62600,Oregon,Rural,Bachelor,M,Basic,Employed,72878,Married,61,2,2,Offer2,Two-Door Car,7094.158873,Medsize,Corporate L3,Corporate Auto,Agent,45.463345,0,58,No
ET47892,Oregon,Suburban,College,M,Premium,Employed,88340,Married,102,0,2,Offer1,Two-Door Car,12280.76661,Medsize,Personal L3,Personal Auto,Branch,489.6,16,1,Yes
PS78418,Oregon,Urban,Bachelor,M,Basic,Employed,52278,Married,73,0,3,Offer1,Two-Door Car,5773.90039,Medsize,Personal L2,Personal Auto,Branch,234.997994,31,91,No
SK32629,California,Suburban,College,F,Extended,Retired,12902,Divorced,139,0,1,Offer1,Sports Car,4904.894731,Medsize,Personal L3,Personal Auto,Agent,667.2,3,51,Yes
LQ79472,Arizona,Rural,College,M,Extended,Employed,99816,Single,86,0,1,Offer3,Two-Door Car,3423.822189,Medsize,Corporate L2,Corporate Auto,Branch,172.913031,0,0,No
AI58500,Arizona,Suburban,College,F,Basic,Employed,26554,Married,68,1,1,Offer3,Two-Door Car,2689.16845,Small,Personal L2,Personal Auto,Web,391.687368,18,86,No
ME47990,California,Urban,High School or Below,M,Extended,Employed,77485,Married,77,0,1,Offer2,Four-Door Car,3109.007806,Medsize,Corporate L2,Corporate Auto,Branch,355.909266,0,87,No
KU25309,Oregon,Suburban,College,M,Basic,Employed,22537,Married,64,1,2,Offer4,Four-Door Car,22425.25604,Medsize,Corporate L3,Corporate Auto,Branch,307.2,24,87,No
RW66792,California,Suburban,High School or Below,F,Basic,Employed,76522,Married,71,0,6,Offer2,Four-Door Car,5705.547071,Medsize,Personal L2,Personal Auto,Branch,340.8,31,71,No
MN32305,Oregon,Suburban,College,F,Basic,Unemployed,0,Single,64,3,1,Offer1,Four-Door Car,2063.387895,Small,Personal L3,Personal Auto,Agent,602.911057,22,34,No
XS98744,Oregon,Suburban,Master,F,Basic,Disabled,22886,Divorced,65,0,3,Offer1,Four-Door Car,5096.673223,Small,Special L1,Special Auto,Agent,312,9,81,Yes
SL19130,Oregon,Suburban,High School or Below,M,Premium,Unemployed,0,Single,115,0,1,Offer1,Two-Door Car,4101.935985,Medsize,Personal L1,Personal Auto,Branch,552,1,34,No
JG66653,Oregon,Suburban,High School or Below,M,Basic,Employed,25506,Married,65,0,1,Offer3,Two-Door Car,2537.929538,Medsize,Personal L3,Personal Auto,Branch,312,10,16,No
GQ17441,Nevada,Suburban,High School or Below,M,Basic,Unemployed,0,Single,110,0,1,Offer2,SUV,3651.69247,Large,Personal L2,Personal Auto,Agent,1265.387328,7,70,No
